day,L,M,S
503,1,80.760199999999998,3.236E-2
504,1,80.794200000000004,3.2370000000000003E-2
505,1,80.828199999999995,3.2379999999999999E-2
506,1,80.862200000000001,3.2390000000000002E-2
507,1,80.896100000000004,3.2399999999999998E-2
508,1,80.930099999999996,3.2410000000000001E-2
509,1,80.963999999999999,3.2419999999999997E-2
510,1,80.997799999999998,3.243E-2
511,1,81.031700000000001,3.2439999999999997E-2
512,1,81.0655,3.245E-2
513,1,81.099199999999996,3.245E-2
514,1,81.132999999999996,3.2460000000000003E-2
515,1,81.166700000000006,3.2469999999999999E-2
516,1,81.200400000000002,3.2480000000000002E-2
517,1,81.233999999999995,3.2489999999999998E-2
518,1,81.267700000000005,3.2500000000000001E-2
519,1,81.301299999999998,3.2509999999999997E-2
520,1,81.334800000000001,3.252E-2
521,1,81.368399999999994,3.2530000000000003E-2
522,1,81.401899999999998,3.2539999999999999E-2
523,1,81.435299999999998,3.2550000000000003E-2
524,1,81.468800000000002,3.2559999999999999E-2
525,1,81.502200000000002,3.2570000000000002E-2
526,1,81.535600000000002,3.2579999999999998E-2
527,1,81.569000000000003,3.2590000000000001E-2
528,1,81.6023,3.2599999999999997E-2
529,1,81.635599999999997,3.261E-2
530,1,81.668899999999994,3.261E-2
531,1,81.702100000000002,3.2620000000000003E-2
532,1,81.735299999999995,3.2629999999999999E-2
533,1,81.768500000000003,3.2640000000000002E-2
534,1,81.801699999999997,3.2649999999999998E-2
535,1,81.834800000000001,3.2660000000000002E-2
536,1,81.867900000000006,3.2669999999999998E-2
537,1,81.900899999999993,3.2680000000000001E-2
538,1,81.933999999999997,3.2689999999999997E-2
539,1,81.966999999999999,3.27E-2
540,1,82,3.2710000000000003E-2
541,1,82.032899999999998,3.2719999999999999E-2
542,1,82.065899999999999,3.2730000000000002E-2
543,1,82.098699999999994,3.2739999999999998E-2
544,1,82.131600000000006,3.2750000000000001E-2
545,1,82.164400000000001,3.2759999999999997E-2
546,1,82.197299999999998,3.2770000000000001E-2
547,1,82.23,3.2779999999999997E-2
548,1,82.262799999999999,3.279E-2
549,1,82.295500000000004,3.2800000000000003E-2
550,1,82.328199999999995,3.2809999999999999E-2
551,1,82.360900000000001,3.2820000000000002E-2
552,1,82.393500000000003,3.2829999999999998E-2
553,1,82.426100000000005,3.2840000000000001E-2
554,1,82.458699999999993,3.2849999999999997E-2
555,1,82.491200000000006,3.286E-2
556,1,82.523700000000005,3.2870000000000003E-2
557,1,82.556200000000004,3.288E-2
558,1,82.588700000000003,3.2890000000000003E-2
559,1,82.621099999999998,3.2899999999999999E-2
560,1,82.653499999999994,3.2910000000000002E-2
561,1,82.685900000000004,3.2919999999999998E-2
562,1,82.718199999999996,3.2930000000000001E-2
563,1,82.750500000000002,3.2939999999999997E-2
564,1,82.782799999999995,3.295E-2
565,1,82.815100000000001,3.2960000000000003E-2
566,1,82.847300000000004,3.2969999999999999E-2
567,1,82.879499999999993,3.2980000000000002E-2
568,1,82.911699999999996,3.2989999999999998E-2
569,1,82.943799999999996,3.3000000000000002E-2
570,1,82.975899999999996,3.3009999999999998E-2
571,1,83.007999999999996,3.3020000000000001E-2
572,1,83.04,3.3029999999999997E-2
573,1,83.072100000000006,3.304E-2
574,1,83.104100000000003,3.3050000000000003E-2
575,1,83.135999999999996,3.3059999999999999E-2
576,1,83.168000000000006,3.3079999999999998E-2
577,1,83.1999,3.3090000000000001E-2
578,1,83.231800000000007,3.3099999999999997E-2
579,1,83.2637,3.3110000000000001E-2
580,1,83.295500000000004,3.3119999999999997E-2
581,1,83.327299999999994,3.313E-2
582,1,83.359099999999998,3.3140000000000003E-2
583,1,83.390799999999999,3.3149999999999999E-2
584,1,83.422600000000003,3.3160000000000002E-2
585,1,83.454300000000003,3.3169999999999998E-2
586,1,83.485900000000001,3.3180000000000001E-2
587,1,83.517600000000002,3.3189999999999997E-2
588,1,83.549199999999999,3.32E-2
589,1,83.580799999999996,3.3210000000000003E-2
590,1,83.612399999999994,3.322E-2
591,1,83.643900000000002,3.3230000000000003E-2
592,1,83.675399999999996,3.3239999999999999E-2
593,1,83.706900000000005,3.3250000000000002E-2
594,1,83.738399999999999,3.3259999999999998E-2
595,1,83.769800000000004,3.3270000000000001E-2
596,1,83.801199999999994,3.329E-2
597,1,83.832599999999999,3.3300000000000003E-2
598,1,83.864000000000004,3.3309999999999999E-2
599,1,83.895300000000006,3.3320000000000002E-2
600,1,83.926699999999997,3.3329999999999999E-2
601,1,83.957899999999995,3.3340000000000002E-2
602,1,83.989199999999997,3.3349999999999998E-2
603,1,84.020499999999998,3.3360000000000001E-2
604,1,84.051699999999997,3.3369999999999997E-2
605,1,84.082899999999995,3.338E-2
606,1,84.114000000000004,3.3390000000000003E-2
607,1,84.145200000000003,3.3399999999999999E-2
608,1,84.176299999999998,3.3410000000000002E-2
609,1,84.207400000000007,3.3419999999999998E-2
610,1,84.238500000000002,3.3439999999999998E-2
